"Created Date","Changed Date",Name,Description,Keywords,Reference,Visible,Private,Schedule,Labels,"Marker Feeds",Category,"Marker Instance ID","Category ID","Marker ID",Latitude,Longitude
"2017-03-31 18:11:15","2017-06-29 22:17:37","Hallett Hall","Hallett Hall is centrally located on campus and houses approximately 450 students. Two signature programs are located in Hallett, the Hallett Diversity Living &amp; Learning Community and the Spectrum Program. Primarily freshmen with a variety of majors live here. Hallet Hall is located across from the Center for Commnity dining center.Address2250 Williard Loop Drive  Nearest bus stopLocation: Regent Drive &amp; Broadway Routes: 209/209G",HLET,,1,0,,,,Housing,193880,20810,136242,40.005085,-105.264961
"2017-03-31 18:11:19","2017-06-28 19:59:13","Hellems Arts and Sciences","Hellems Arts and Sciences is home to many arts and sciences departments and programs. The building was constructed with native pink sandstone; limestone for sculptural details, black metal for windows, railings, and light fixtures; and red terra cotta tile roofs. The building surrounds the Mary Rippon Outdoor Theatre, and houses amny offices and classrooms for the arts and sciences.Address1550 Central Campus MallNearest bus stopLocation: Euclid and 18th St. Routes: HopJStampedeDepartmentsArts and SciencesMary Rippon Theatre","HLMS,Mary Rippon Theatre",,1,0,,,,"Academic & Research",193881,2732,136243,40.007641,-105.272766
"2017-03-31 18:11:23","2017-05-12 15:40:32","Hellems Computer Lab","Hellems 145. Mac OS X Lab. 6 computers.  Address  1550 Central Campus Mall  Nearest bus stopLocation: Euclid and 18th St. Routes:HopStampedeDepartments Arts and Sciences","HLMS 145 (ALTEC)",,1,0,,,,"Computer labs",193882,21001,136244,40.007565,-105.272453
"2017-03-31 18:11:27","2017-06-29 21:49:06","Housing System Maintenance Center","The Housing System Maintenance Center houses the Department of Housing's maintenance shops.Address3500 Marine StreetNearest bus stopLocation: Marine Street &amp; 30th StRoutes: Stampede DepartmentsHousing",HSMC,,1,0,,,,"Administrative Offices",193883,20986,136245,40.013233,-105.248550
"2017-03-31 18:11:31","2017-06-29 21:49:11","Housing System Service Center","This building contains Housing department support services.Address  3500 Marine Street  Nearest bus stop Location: Marine Street &amp; 30th St Routes: StampedeDepartments  Housing",HSSC,,1,0,,,,"Administrative Offices",193884,20986,136246,40.014004,-105.249214
"2017-03-31 18:11:35","2017-06-09 16:51:39","Eaton Humanities","Eaton Humanities is the new College of Arts and Sciences facility with state-of-the-art instructional technology, classrooms, and offices.Address1610 Pleasant StreetNearest bus stop Location: Euclid and 18th St Routes:  HopJStampedeDepartmentsHumanities ClassicsAsian Languages and Civilizations","HUMN,Asian languages,Humanities,Classics",,1,0,,,,"Academic & Research",193885,2732,136247,40.009296,-105.271881
"2017-03-31 18:11:39","2017-05-12 15:40:37","Humanities Computer Lab Room 1B35","Humanities Building Room 1B35. Mac OS X Lab. 20 computers.  Address  1610 Pleasant Street  Nearest bus stopLocation: Euclid and 18th St Routes:Hop Stampede Departments  Humanities ClassicsAsian Languages and Civilizations","HUMN 1B35 (Mac)",,1,0,,,,"Computer labs",193886,21001,136248,40.009205,-105.271744
"2017-03-31 18:11:43","2017-05-12 15:40:41","Humanities Computer Lab Room 1B45","Humanities Building Room 1B45. Mac OS X Lab. 23 computers. Address1610 Pleasant StreetNearest bus stopLocation: Euclid and 18th StRoutes:HopStampedeDepartments HumanitiesClassicsAsian Languages and Civilizations","HUMN 1B45 (PC)",,1,0,,,,"Computer labs",193887,21001,136249,40.009205,-105.271805
"2017-03-31 18:11:47","2017-06-29 21:49:25","Imig Music","The Warner Imig Music Building is a large complex of practice rooms, faculty studios, offices, ensemble rehearsal areas, seminar facilities and classrooms. An addition to the east side of the building features a 4,300-square-foot rehearsal space with a 35-foot ceiling and acoustical draping.Address1020 18th StreetNearest bus stop Location: Euclid and 18th St Routes:  HopJStampedeDepartmentsCollege of Music","MUS,chamber hall,faculty series,ensembles,Grusin music hall,recitals,Howard B. Waltz Music Library",,1,0,,,,"Academic & Research",193889,2732,136251,40.006023,-105.269119
"2017-03-31 18:11:47","2017-06-29 21:49:25","Imig Music","The Warner Imig Music Building is a large complex of practice rooms, faculty studios, offices, ensemble rehearsal areas, seminar facilities and classrooms. An addition to the east side of the building features a 4,300-square-foot rehearsal space with a 35-foot ceiling and acoustical draping.Address1020 18th StreetNearest bus stop Location: Euclid and 18th St Routes:  HopJStampedeDepartmentsCollege of Music","MUS,chamber hall,faculty series,ensembles,Grusin music hall,recitals,Howard B. Waltz Music Library",,1,0,,,,"Performance & Museum Venues",193890,2733,136251,40.006023,-105.269119
"2017-03-31 18:11:55","2017-05-12 15:40:46","Imig Music Computer Lab CAML I","Imig Music. Mac OS X Lab. 15 computers.  Address  1020 18th Street  Nearest bus stopLocation: Euclid and 18th St Routes: HopStampedeDepartments College of Music","MUS N1b46 (CAML I)",,1,0,,,,"Computer labs",193892,21001,136253,40.006447,-105.268906
"2017-03-31 18:12:02","2017-05-12 15:40:51","Imig Music Computer Lab CAML II","Imig Music. Mac OS X Lab. 16 computers.  Address  1020 18th Street  Nearest bus  stopLocation: Euclid and 18th St Routes: HopStampedeDepartments College of Music","MUS N1b49 (CAML II)",,1,0,,,,"Computer labs",193894,21001,136255,40.005970,-105.269104
"2017-03-31 18:12:10","2017-06-28 19:59:37","Institute for Behavioral Genetics","This building functions as a research center on genetic and environmental bases of individual behavior.Address1480 30th StreetNearest bus stop Location: 30th Street &amp; Marine St Routes:  BoundJDepartmentsInstitute of Behavioral Genetics",IBG,,1,0,,,,"Academic & Research",193896,2732,136257,40.011856,-105.253014
"2017-03-31 18:12:18","2017-06-28 19:41:01","Institute of Behavioral Science","The Institute of Behavioral Science (IBS) is a research institute within the Graduate School. The Institute of Behavior Science is organized into six research areas Environment and Society, Health and Society, International Development, Population, Positive Youth Development, and Rocky Mountain Research Data Center.  Each is directed by a senior research scientist and three programs have centers which specialize in research topics consistent with the broader goals of the Program. Computing and Research Services provides computing and information technology services for IBS research activities.Address1440 15th Street  Nearest bus stopLocation: Broadway &amp; University Ave Routes:  204225/225D/225EDashSkipDepartmentInstitute of Behavioral Science (IBS)",IBS,,1,0,,,,"Academic & Research",193898,2732,136259,40.011414,-105.274452
"2017-03-31 18:14:07","2017-05-11 22:00:57","Institute of Behavioral Science No. 04","This building is a Social Science Data Analysis Center.Address1220 Grandview AvenueNearest bus stopLocation: Broadway &amp; University Ave Routes:  204225/225D/225EDashSkip",IBS4,,1,0,,,,"Academic & Research",193905,2732,136266,40.011383,-105.276779
"2017-03-31 18:14:11","2017-05-11 22:01:01","Institute of Behavioral Science No. 09","Research Program on Problem Behavior is housed here.",IBS9,,1,0,,,,"Academic & Research",193906,2732,136267,40.004478,-105.257942
"2017-03-31 18:14:15","2017-05-11 22:01:06","Institute of Behavioral Science No. 10","The Research Program on Problem Behavior is housed here.",IB10,,1,0,,,,"Academic & Research",193907,2732,136268,40.004189,-105.257599
"2017-03-31 18:14:19","2017-05-11 22:23:29","Integrated Teaching and Learning Laboratory","Located in the engineering complex, this is a hands-on learning center and laboratory for engineering students.  Address 1045 Regent Drive  Nearest bus stopLocation: Regent Drive and Engineering Drive Routes: 209/209GDepartmentsIntegrated Teaching and Learning Laboratory (ITLL)",ITLL,,1,0,,,,"Academic & Research",193908,2732,136269,40.006981,-105.261795
"2017-03-31 18:14:23","2017-05-11 22:01:15","International English Center","The International English Center hosts English instruction, Academic &amp; Research and cultural preparation programs for international students.  Address 1030 13th Street  Nearest bus stopLocation: 14th Street &amp; College Ave Routes: Hop",IEC,,1,0,,,,"Academic & Research",193909,2732,136270,40.006111,-105.275871
"2017-03-31 18:14:27","2017-06-28 19:59:08",JILA,"Interdisciplinary institute for research and graduate education in the physical sciences.  Address 1900 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; Folsom St.  Routes:  209/209GHopJStampedeDepartmentJILA",JILA,,1,0,,,,"Academic & Research",193910,2732,136271,40.007416,-105.268654
"2017-03-31 18:14:31","2017-06-13 20:42:46","Jennie Smoly Caruthers Biotec Building","The Jennie Smoly Caruthers Biotechnology Building is a 330,000 square foot research and teaching facility. It houses faculty, staff and students from the Biofrontiers Institute, the department of Chemical and Biological Engineering, and the Division of Biochemistry.  Address 3415 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 33rd Route: StampedeDepartmentsBioFrontiers InstituteBiophysicsChemical and Biological EngineeringBiochemistry",BIOT,,1,0,,,,"Academic & Research",193911,2732,136272,40.008541,-105.249092
"2017-03-31 18:14:35","2017-05-12 15:40:55","Jennie Smoly Caruthers Biotec Computer Lab","Jennie Smoly Caruthers Biotec Building Room A205. Windows 7 Lab. 15 computers.  Address 3415 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 33rd Routes: Stampede","JSCB A205",,1,0,,,,"Computer labs",193912,21001,136273,40.008411,-105.249092
"2017-03-31 18:14:39","2017-06-28 19:58:49","Ketchum Arts and Sciences","The newly renovated Ketchum Arts and Sciences building houses state of the art classrooms.  Address 1775 Central Campus Mall  Nearest bus stop Location: Colorado Ave &amp; 18th Street  Routes:  209/209GHopStampedeDepartmentsSociology",KTCH,,1,0,,,,"Academic & Research",193913,2732,136274,40.008160,-105.270226
"2017-03-31 18:14:43","2017-06-28 19:58:54","Kittredge Central","Our newest residence hall has two residential Academic &amp; Research programs?the Global Engineering RAP and the Leadership RAP. All residents must participate in either the global engineering or the leadership RAP. Freshman, sophomores, juniors, and seniors with a variety of majors. Kittredge Central also hosts the newest retail outlet on campus, Kittredge Market, serving baked goods, coffee drinks, milkshakes, fresh sandwiches and salads, and convenience items.",KCEN,,1,0,,,,Housing,193914,20810,136275,40.002853,-105.263161
"2017-03-31 18:14:47","2017-03-31 18:14:47","Kittredge Field","Kittredge Field, located on Kittredge Loop on the eastern edge of the University of Colorado's Main Campus, is the official home of Colorado lacrosse. The large competition field is the northernmost of three lighted turf fields at Kitt. The CU lacrosse team shares the field with several of Colorado's collegiate club sports, including soccer, rugby, field hockey and lacrosse. While there are bleachers for approximately 350, fans of CU lacrosse are welcome to bring lawn chairs and blankets to sit on in the open areas. Improvements to the field and surrounding area are ongoing, including a new scoreboard with updated lighting and the addition of bleacher seating for up to 1,000 fans, locker rooms and concession stands. These upgrades began last summer, with the replacement of the former turf, and will continue to be phased in over the next three to five years.",W-KF,,1,0,,,,"Athletics & Recreation",193915,2734,136276,40.002308,-105.259369
"2017-03-31 18:14:51","2017-06-28 19:58:59","Kittredge West Hall","Kittredge West was recently renovated and hosts the Health Professions RAP. All residents must be part of the RAP to live here. Students interested in the following majors live here: Intregrative Physiology (IPHI), medicine, dentistry, biology, chemistry, and physics, however, residency is not limited to those majors. Head to nearby Kittredge Central to visit the Kittredge Market.  Address 2400 Kittredge Loop Road  Nearest bus stopLocation: Regent Drive &amp; Broadway Routes: 209/209G",KITW,,1,0,,,,Housing,193916,20810,136277,40.002899,-105.264297
"2017-03-31 18:14:55","2017-06-09 21:33:24","Koelbel Building: Leeds School of Business","The Leeds School of Business is the top ranked Colorado business school offering undergraduate, MBA, MS and PhD business programs. It is one of the best business schools in the Rocky Mountains and Midwest regions of the United States. Located in the startup hub of Boulder, Colorado and close to the booming Denver business community, Leeds' students and faculty are surrounded by and connected to high-level business growth. Address 995 Regent Drive  Nearest bus stopLocation: Regent Drive &amp; Engineering Drive Routes: 209/209GDepartments:Leeds School of Business",KOBL,,1,0,,,,"Academic & Research",193917,2732,136278,40.005684,-105.263451
"2017-03-31 18:14:59","2017-06-28 19:58:40","Koenig Alumni Center","The beautiful and historic Koenig Alumni Center ? home to the Alumni Association and located on the edge of CU-Boulder?s campus ? was built in 1884 as the home of the university president and was dedicated as the Alumni Center in 1968. The historic feel and serene gardens make it an excellent venue for meetings, ceremonies, celebrations, services and weddings. Address 1202 University Avenue  Nearest bus stopLocation: Broadway &amp; Pleasant St.  Routes:  204225/225D/225EABDashGSSkip",ALUM,,1,0,,,,"Administrative Offices",193918,20986,136279,40.010059,-105.275917
"2017-03-31 18:15:03","2017-05-11 22:23:43","LASP Space Technology Research Center","The LASP Space Technology Research Center contains space instrumentation and is a satellite control facility.  Address 1234 Innovation Drive  Nearest bus stop Location: Colorado Ave &amp; Innovation Drive Routes: StampedeDepartmentLaboratory for Atmospheric and Space Physics (LASP)",LSTR,,1,0,,,,"Academic & Research",193919,2732,136280,40.009029,-105.247826
"2017-03-31 18:15:07","2017-05-11 22:03:17","Lesser House","The Lesser House is the home of Engineering's Herbst Humanities Program.  Address2501 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 26th St Routes: JStampede",LESS,,1,0,,,,"Academic & Research",193920,2732,136281,40.008720,-105.262589
"2017-03-31 18:15:11","2017-06-28 19:58:45","Libby Hall","Libby Hall is located centrally on campus and houses the Libby RAP Program. It features an on-site dining center and is home to approximately 400 students. Primarily freshmen and sophomores majoring in arts and sciences, with an emphasis on fine arts live here.  Address2115 Baker Drive  Nearest bus stopLocation: Colorado Ave &amp; Folsom StRoutes: 209/209GHopStampede",LIBY,,1,0,,,,Housing,193921,20810,136282,40.006916,-105.266365
"2017-03-31 18:15:11","2017-06-28 19:58:45","Libby Hall","Libby Hall is located centrally on campus and houses the Libby RAP Program. It features an on-site dining center and is home to approximately 400 students. Primarily freshmen and sophomores majoring in arts and sciences, with an emphasis on fine arts live here.  Address2115 Baker Drive  Nearest bus stopLocation: Colorado Ave &amp; Folsom StRoutes: 209/209GHopStampede",LIBY,,1,0,,,,"Dining & Shopping",193922,20988,136282,40.006916,-105.266365
"2017-03-31 18:15:15","2017-06-29 22:17:46","Sustainability, Energy and Environment Community (SEEC)","The SEEC building is ashared, collaborativefacility and part of CU's research park. Theoffices of theEnvironmental StudiesProgram, the Institute of Arctic and Alpine Research, theCooperative Institute for Research in Environmental Sciences, the Renewable and Sustainable Energy Institute, theDepartment of Atmospheric and Oceanic Sciences, the Environmental Engineering Program, and the Center of the American Westare housed here.SEEC also houses classrooms, shared conference rooms, collaborative work|study spaces, and dry laboratories.Nearest bus stopLocation: Colorado Ave &amp; Foothills Pkwy Routes: Stampede",SEEC,,1,0,,,,"Academic & Research",193923,2732,136283,40.009895,-105.242149
"2017-03-31 18:15:19","2017-06-28 19:59:04","Macky Auditorium","Macky Auditorium Concert Hall is a multi-disciplinary venue, and a largely self-funded unit of the University of Colorado Boulder. One of the 12 buildings that form the Norlin Quadrangle Historic District, it serves the campus and the region by entertaining, educating and challenging audiences with high quality local, national and international performances and events. Macky is also home to CU College of Music's Band, Orchestra, Opera and Jazz programs, CU Present's Artist Series, and the Conference on World Affairs. Some of our clients include the Boulder Philharmonic Orchestra, Boulder Ballet, Colorado MahlerFest, Greater Boulder Youth Orchestra, TEDx Boulder, the Unreasonable Institute, Amplitude Entertainment, AEG Live and Live Nation, as well as University Student Groups such as Program Council, the Distinguished Speakers Board and the Cultural Events Board. Within its walls, Macky Auditorium also houses the College of Music's Jazz and Choral Studies Departments, the American Music Research Center, the Center of the American West and the Center for Humanities and the Arts.  Address 1595 Pleasant Street  Nearest bus stopLocation: Broadway &amp; Pleasant St.  Routes: 204225/225D/225EABDashGSSkip",MCKY,,1,0,,,,"Academic & Research",193924,2732,136284,40.010052,-105.272743
"2017-03-31 18:15:19","2017-06-28 19:59:04","Macky Auditorium","Macky Auditorium Concert Hall is a multi-disciplinary venue, and a largely self-funded unit of the University of Colorado Boulder. One of the 12 buildings that form the Norlin Quadrangle Historic District, it serves the campus and the region by entertaining, educating and challenging audiences with high quality local, national and international performances and events. Macky is also home to CU College of Music's Band, Orchestra, Opera and Jazz programs, CU Present's Artist Series, and the Conference on World Affairs. Some of our clients include the Boulder Philharmonic Orchestra, Boulder Ballet, Colorado MahlerFest, Greater Boulder Youth Orchestra, TEDx Boulder, the Unreasonable Institute, Amplitude Entertainment, AEG Live and Live Nation, as well as University Student Groups such as Program Council, the Distinguished Speakers Board and the Cultural Events Board. Within its walls, Macky Auditorium also houses the College of Music's Jazz and Choral Studies Departments, the American Music Research Center, the Center of the American West and the Center for Humanities and the Arts.  Address 1595 Pleasant Street  Nearest bus stopLocation: Broadway &amp; Pleasant St.  Routes: 204225/225D/225EABDashGSSkip",MCKY,,1,0,,,,"Performance & Museum Venues",193925,2733,136284,40.010052,-105.272743
"2017-03-31 18:15:23","2017-05-11 23:11:48","Marine Court","Marine Court apartments are located on 20th Street near Athens Street. Offering furnished and unfurnished one- and two-bedroom apartments and unfurnished three-bedroom apartments for a variety of graduate students with families, committed couples, single parents, and CU staff and faculty. Contact graduatefamilyhousing@colorado.edu for more information.  Address 1350 20th Street  Nearest bus stopLocation: Arapahoe Ave &amp; 21st St Routes: Jump",MRCT,,1,0,,,,Housing,193926,20810,136285,40.013371,-105.268318
"2017-03-31 18:15:28","2017-06-09 16:32:10","Mary Rippon Theatre","The Mary Rippon Outdoor Theatre was built to commemorate Mary Rippon, one of the first women to ttain faculty status at an American university, who began teaching during CU's second semester in 1878. The theatre hosts many performances throughout the year, and lead to the establishment of the well-known and critically acclaimed Colorado Shakespeare Festival in 1958.",W-MR,,1,0,,,,"Performance & Museum Venues",193927,2733,136286,40.007267,-105.272758
"2017-03-31 18:15:32","2017-06-09 21:34:56","Mathematics Building","The Mathematics building is home of the Department of Mathematics and an expanded Engineering Library, Gemmill Library.  Address 2300 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; Folsom St.  Routes: 209/209GHopStampedeDepartmentsMathematics",MATH,,1,0,,,,"Academic & Research",193928,2732,136287,40.007755,-105.264542
"2017-03-31 18:15:32","2017-06-09 21:34:56","Mathematics Building","The Mathematics building is home of the Department of Mathematics and an expanded Engineering Library, Gemmill Library.  Address 2300 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; Folsom St.  Routes: 209/209GHopStampedeDepartmentsMathematics",MATH,,1,0,,,,Libraries,193929,2737,136287,40.007755,-105.264542
"2017-03-31 18:20:51","2017-05-12 15:40:10","Engineering Library Computer Lab","MATH building Room 135. Windows 7 Lab. 24 computers.   Address 2300 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; Folsom St. Routes:209/209GHopStampede","MATH 135",,1,0,,,,"Computer labs",193934,21001,136288,40.007961,-105.264320
"2017-03-31 18:20:55","2017-05-12 15:41:22","Math Computer Lab","MATH building Room 217. Windows 7 Lab. 12 computers  Address 2300 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; Folsom St.  Routes: 209/209GHopStampede","MATH 217",,1,0,,,,"Computer labs",193935,21001,136289,40.007759,-105.264511
"2017-03-31 18:20:59","2017-06-09 16:51:30","McKenna Languages","Considered on of CU's architectural treasures, McKenna is home to many language classes. Originally built as a social center and dormitory for women, the interior is like a large private home, and looks out over Varsity Lake, in what is a coveted campus view.  Address 1505 Pleasant Street  Nearest bus stopLocation: Broadway &amp; Pleasant St. Routes: 204225/225D/225EABDashGSSkip",MKNA,,1,0,,,,"Academic & Research",193936,2732,136290,40.009708,-105.273621
"2017-03-31 18:21:03","2017-06-29 21:48:30","Muenzinger Psychology","Muenzinger Psychology is home to the Department of Psychology and includes classroom and laboratory space.  Address 1905 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 18th St Route: 209/209GHopStampedeDepartmentsPsychology and Neuroscience",MUEN,,1,0,,,,"Academic & Research",193937,2732,136291,40.008606,-105.269226
"2017-03-31 18:21:07","2017-05-12 15:41:26","Muenzinger Psychology Computer Lab Room D346","Muenzinger Psychology room D346. Mac OS X Lab. 22 computers.  Address 1905 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes: 209/209GHopStampede","MUEN D346",,1,0,,,,"Computer labs",193938,21001,136292,40.008583,-105.269142
"2017-03-31 18:21:11","2017-05-12 15:41:31","Muenzinger Psychology Computer Lab Room E311","Muenzinger Psychology room D346. Mac OS X Lab. 21 computers. Address1905 Colorado AvenueNearest bus stopLocation: Colorado Ave &amp; 18th StRoutes: 209/209GHopStampede","MUEN E311",,1,0,,,,"Computer labs",193939,21001,136293,40.008518,-105.269241
"2017-03-31 18:21:15","2017-06-09 16:51:16","Museum of Natural History (Henderson)","The Museum of Natural History is home to the largest natural history collection in the Rocky Mountains. The exterior of the building utilizes the campus standad sandstone. The museum lobby features an elegant curved staircase. The museum has several permanent colections of fossils, shells, and minerals, and frequently has new exhibits.  Address 1035 Broadway  Nearest bus stopLocation: Broadway &amp; Euclid Ave Routes: 204225/225D/225EABDashFF1FF2GSSkip",HEND,,1,0,,,,"Performance & Museum Venues",193940,2733,136294,40.006992,-105.272774
"2017-03-31 18:21:19","2017-05-11 23:11:52","Newton Court","Newton Court apartments are located on the corner of Folsom Street and Arapahoe Avenue, just north of main campus. Offering unfurnished one- and two-bedroom apartments and unfurnished three-bedroom apartments. for a variety of graduate students with families, committed couples, single parents, and CU staff and faculty. Contact graduatefamilyhousing@colorado.edu for more information.  Address 1475 Folsom Court &amp; 2300 Arapahoe  Nearest bus stopLocation: Arapahoe Ave &amp; 21st Street  Routes: Jump",NTCT,,1,0,,,,Housing,193941,20810,136295,40.013508,-105.264877
"2017-03-31 18:21:23","2017-06-28 19:05:06","Norlin Library","Norlin Library houses the humanities and social sciences collections, Libraries Administration, Collections &amp; Services Divisions, the Writing Center, Center for Asian Studies, Faculty Teaching Excellence Program, and Honors offices. The Laughing Goat Coffee Shop is located on the east side on the first floor.  Address 1157 18th Street  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes: 209/209GHopJStampedeDepartmentsNorlin Floor MapsUniversity LibrariesWriting CenterNorlinStacks and Collections",LIBR,,1,0,,,,"Academic & Research",193942,2732,136296,40.008839,-105.270905
"2017-03-31 18:21:23","2017-06-28 19:05:06","Norlin Library","Norlin Library houses the humanities and social sciences collections, Libraries Administration, Collections &amp; Services Divisions, the Writing Center, Center for Asian Studies, Faculty Teaching Excellence Program, and Honors offices. The Laughing Goat Coffee Shop is located on the east side on the first floor.  Address 1157 18th Street  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes: 209/209GHopJStampedeDepartmentsNorlin Floor MapsUniversity LibrariesWriting CenterNorlinStacks and Collections",LIBR,,1,0,,,,"Dining & Shopping",193943,20988,136296,40.008839,-105.270905
"2017-03-31 18:21:23","2017-06-28 19:05:06","Norlin Library","Norlin Library houses the humanities and social sciences collections, Libraries Administration, Collections &amp; Services Divisions, the Writing Center, Center for Asian Studies, Faculty Teaching Excellence Program, and Honors offices. The Laughing Goat Coffee Shop is located on the east side on the first floor.  Address 1157 18th Street  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes: 209/209GHopJStampedeDepartmentsNorlin Floor MapsUniversity LibrariesWriting CenterNorlinStacks and Collections",LIBR,,1,0,,,,Libraries,193944,2737,136296,40.008839,-105.270905
"2017-03-31 18:21:31","2017-05-12 15:41:40","Norlin Library Computer Lab First Floor","Norlin Library First Floor. Mac OS X Lab. 22 computers.Address1157 18th StreetNearest bus stopLocation: Colorado Ave &amp; 18th StRoutes: 209/209GHopStampede","LIBR COMM",,1,0,,,,"Computer labs",193946,21001,136298,40.008877,-105.270393
"2017-03-31 18:21:35","2017-05-12 15:41:35","Norlin Library Computer Lab 2nd Floor","LIBR E260, E260A, E260B. Mac OS X Lab. 17 computers.  Address 1157 18th Street  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes:209/209GHopStampede","LIBR RSCH",,1,0,,,,"Computer labs",193947,21001,136299,40.008694,-105.270889
"2017-03-31 18:21:39","2017-06-09 16:32:14","Old Main","Built in 1876, Old Main is CU's first campus building, and is home the arts and sciences offices as well as the CU Heritage Center on the third floor.  Address 1600 Pleasant Street  Nearest bus stopLocation: Broadway &amp; Pleasant Street  Routes: 204225/225D/225EABDashGSSkipDepartmentsArts &amp; SciencesHeritage Center","MAIN,Lego display,Heritage Center,Arts & Sciences Administration",,1,0,,,,"Academic & Research",193948,2732,136300,40.009403,-105.273338
"2017-03-31 18:21:39","2017-06-09 16:32:14","Old Main","Built in 1876, Old Main is CU's first campus building, and is home the arts and sciences offices as well as the CU Heritage Center on the third floor.  Address 1600 Pleasant Street  Nearest bus stopLocation: Broadway &amp; Pleasant Street  Routes: 204225/225D/225EABDashGSSkipDepartmentsArts &amp; SciencesHeritage Center","MAIN,Lego display,Heritage Center,Arts & Sciences Administration",,1,0,,,,"Performance & Museum Venues",193949,2733,136300,40.009403,-105.273338
"2017-03-31 18:21:51","2017-05-11 22:24:23","Porter Biosciences","Porter Biosciences was designed for MCD Biology and its special facilities include a two-story laboratory. Porter is also home to Etai's Bakery Cafe.  Address1925 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes: 209/209GHop JStampede",PORT,,1,0,,,,"Academic & Research",193952,2732,136303,40.009155,-105.269073
"2017-03-31 18:21:51","2017-05-11 22:24:23","Porter Biosciences","Porter Biosciences was designed for MCD Biology and its special facilities include a two-story laboratory. Porter is also home to Etai's Bakery Cafe.  Address1925 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes: 209/209GHop JStampede",PORT,,1,0,,,,"Dining & Shopping",193953,20988,136303,40.009155,-105.269073
"2017-03-31 18:21:55","2017-03-31 18:21:55","Potts Field","Potts sports an Olympic-style 400 meter track oval with state of the art Beynon surface. The track features eight 42-inch lanes with the capacity to run sprints and hurdles in both directions, an official steeplechase facility, long jump and pole vault runways that accommodate varying wind conditions, as well as fully electronic timing.  Shot put, discus and hammer throw areas, as well as the javelin approach are also brand new and are located on the newly-sodded grass infield.",W-PF,,1,0,,,,"Athletics & Recreation",193954,2734,136304,40.010372,-105.248619
"2017-03-31 18:22:03","2017-05-05 22:56:56","Prentup Field","Prentup Field, located on the East Campus of the University of Colorado at Boulder, has been the home of Colorado Soccer since 2003. The field had been the home of the now-obsolete Colorado baseball team before the women's soccer team took over. The complex is located just west of CU's Potts Field track &amp; field complex and ski building. Amenities for Buffalo soccer fans include concessions, rest rooms and free parking and game programs.",W-PRF,,1,0,,,,"Athletics & Recreation",193956,2734,136306,40.010334,-105.250641
"2017-03-31 18:22:07","2017-05-11 22:24:27","Ramaley Biology","Ramaley Biology houses the Department of Ecology and Evolutionary Biology and research center.  Address 1800 Colorado Avenue  Nearest bus Location: Colorado Ave &amp; 18th St Routes: 209/209GHopJStampede","RAMY,Ecology and Evolutionary Biology,EECD,EBIO",,1,0,,,,"Academic & Research",193957,2732,136307,40.008892,-105.269661
"2017-03-31 18:22:11","2017-05-12 15:41:45","Ramaley Biology C Wing Computer Labs","RAMY C148,C151,C147,C157,C159. Mac OS X Lab. 34 computers.  Address 1800 Colorado Avenue  Nearest bus stopLocation: Colorado Ave &amp; 18th St Routes:209/209GHopStampede","RAMY C Wing",,1,0,,,,"Computer labs",193958,21001,136308,40.009377,-105.270004
"2017-03-31 18:22:15","2017-05-12 15:54:01","Ramaley Biology N Wing Computer Labs","Ramaley Biology N168, N168A and N176. Mac OS X Lab. 12 computers.  Address1800 Colorado AvenueNearest bus stopLocation: Colorado Ave &amp; 18th StRoutes: 209/209GHopStampede","RAMY N Wing",,1,0,,,,"Computer labs",193959,21001,136309,40.008663,-105.269669
"2017-03-31 18:22:19","2017-06-28 19:14:10","Reed Hall","Reed Hall is located centrally on campus and houses approximately 70 students. Designed primarily for upperclassmen and international students.  Reed apartments are not equipped with microwaves. Participation in the Quad Engineering Living &amp; Learning Community is optional for residents of Reed. Sophomores, juniors, and seniors with a variety of majors live here.  Address 1001 Cockerell Drive  Nearest bus stopLocation: Colorado Ave &amp; Folsom St Routes:  209/209GHopStampede",REED,,1,0,,,,Housing,193960,20810,136310,40.005795,-105.264778
